,reviews,sentiment,int_category
16765,ig my baby been sleep all day 😕 she ain’t been moving 😩,neutral,5.0
16766,ignorance really is bliss,sarcasm,4.0
16767,ignorance really is bliss  you ever look at retarded people  they dont know shit and they happy,sarcasm,4.0
16768,ignore me  okay thats cool  just dont be mad when i ignore you,sarcasm,4.0
16769,ik but its too hot down here 😭,sarcasm,4.0
16770,ill call you babygirl so you know its real ☺,sarcasm,4.0
16771,ill come home and there would be no food in the fridge 😂,positive,3.0
16772,ill come home and there would be no food in the fridge 😂,sarcasm,4.0
16773,ill do my homework when i finish the season  things i tell myself,sarcasm,4.0
16774,ill find a way to get to youu,sarcasm,4.0
16775,ill go to war over you i dont give a fuck about showing you,sarcasm,4.0
16776,ill pay someone to pass this test for me,sarcasm,4.0
16777,ils on tuesday is stressing me why do i even have to go on that training 😡,strongly negtive,0.0
16778,im   in all  of my ff leagues  i couldnt bring myself to beat my pastor  yeah right nfl,positive,3.0
16779,im a bomb girlfriend  i make your happiness a priority  i dont give up on you even when im angry  im your  fan all the time,sarcasm,4.0
16780,im a boy 😡,strongly negtive,0.0
16781,im a celebrity using the interstellar soundtrack 😡,strongly negtive,0.0
16782,im a creative i call this piece offwhite frustration 😡,strongly negtive,0.0
16783,im a fairly nice person but god damn can this professor kick the bucket or something 😡,strongly negtive,0.0
16784,im a girl  i dont smoke  drink  or party every weekend  i dont stay out late at nights  sleep around  or start,sarcasm,4.0
16785,im a passionate supporter of things that dont inconvenience me or require any type of action or physical effort,sarcasm,4.0
16786,im a piece of shit  my boyfriend is everything 😍 😍 😍,sarcasm,4.0
16787,im a true  literal day  fan of jb  no shame whatsoever,sarcasm,4.0
16788,im about to be up practicing for the next  days 😕 the preparation part is a bummerreally…,neutral,5.0
16789,im about to fall asleep and i still have to babysit for  more hours,sarcasm,4.0
16790,im about to finish paying off my credit card then they go and raise my credit limit  like whyy 😩💸💸💸 forever in debt,sarcasm,4.0
16791,im about to punch my brother in the throat 😡 hes so annoying when it comes to video games,strongly negtive,0.0
16792,im about to save every single preview and picture and blurred video there is hes looking beautiful 😕,neutral,5.0
16793,im about to turn my work ethic to a whole different level,sarcasm,4.0
16794,im already stressed  i dont need anyone coming to me with their negative conversations,sarcasm,4.0
16795,im always driving on a major highway with a toddler how is this acceptable ive always wanted a jeep but now i regret it  😡,strongly negtive,0.0
16796,im always excited for a new episode of supergirl but im definitely not looking forward to the return of monel 😕,neutral,5.0
16797,im always in my feelings and i dont have pride so my feelings always hurt 😕,neutral,5.0
16798,im always sick on the holidays 😡,strongly negtive,0.0
16799,im always so proud of myself for not scheduling classes on thursdays or fridays because i love sleep,sarcasm,4.0
16800,im always stuck babysitting 😊 😊 😊,positive,3.0
16801,im amazed at how far guys will go to try to make me jealous  my ex is married now with  kids  i see right through that,sarcasm,4.0
16802,im arguing  like  what kind of doctor can we fly in     you know the best medicine go to people thats paid,sarcasm,4.0
16803,im at get home,sarcasm,4.0
16804,im at the movies watching insidious and this bitch sitting next to me covering her eyes  you payed  for nothing,sarcasm,4.0
16805,im awkward when people compliment me   nice hair  me  thanks  i grew it myself,sarcasm,4.0
16806,im bored  dont have nothing to do  no one to talk to,sarcasm,4.0
16807,im buying a hamster  keeping it in my closet sorry mom sneaky fuck u,sarcasm,4.0
16808,im currently wearing cowboy boots  shorts  a nike jacket fashion a tits finest not,sarcasm,4.0
16809,im debating whether to have a sign that says i’m home come in unless u sandra and eylen not sure 😕,neutral,5.0
16810,im developing acne again 😕,neutral,5.0
16811,im disappointment in you  cause you didnt sing my favorite song  but hey you knew who i was 😂,positive,3.0
16812,im disappointment in you  cause you didnt sing my favorite song  but hey you knew who i was 😂,positive,3.0
16813,im disappointment in you  cause you didnt sing my favorite song  but hey you knew who i was 😂,sarcasm,4.0
16814,im doing the laundry and i actually forgot to put the pair of socks that im wearing right now to wash 😕,neutral,5.0
16815,im done playing with randies 😡 pls god send me some good players,strongly negtive,0.0
16816,im done with youtube😠😡😤youtube youtuber 😡,strongly negtive,0.0
16817,im dreaading getting up   am like i am not someone who can cope with little sleep in them 😕,neutral,5.0
16818,im fairly certain that the zigger zagger chant didnt originate in oldham you weirdo 😕,neutral,5.0
16819,im feeling continuously low these days  for all sorts of reasons  i dont have anything amusing  interesting or funny to share  either,sarcasm,4.0
16820,im feeling some type of way 😕,neutral,5.0
16821,im fine its fine not like we could of tied and then won the game in overtime 🙃 ugh 😕 beardown dabears barthsucks,neutral,5.0
16822,im frickin jazzed rn 😡,strongly negtive,0.0
16823,im fucked up thanks i know mom,sarcasm,4.0
16824,im fuckin od tight rn 😡,strongly negtive,0.0
16825,im fucking saying 😕,neutral,5.0
16826,im fucking starving and i cant sneak food cause my mom still cooking 😕,neutral,5.0
16827,im getting closer to locking my account 😡,strongly negtive,0.0
16828,im getting increasingly fed up with my own govt  😡,strongly negtive,0.0
16829,im getting real hangry 😡 need this day to slow its roll so i can eat,strongly negtive,0.0
16830,im glad all your stupid friends that you see literally everyday are more important than video chatting with me once every few weeks 😡,strongly negtive,0.0
16831,im glad asher killed that bitch  ive been over her since the beginning of the season,sarcasm,4.0
16832,im glad banterra answers their  number  not,sarcasm,4.0
16833,im glad dogs cant read the  no dogs allowed  signs so they dont feel sad  left out,sarcasm,4.0
16834,im glad every bitch that use to fw my baby terrified a me so ion got play them ex games lbfs 😂,positive,3.0
16835,im glad i am such a big part of the team,sarcasm,4.0
16836,im glad sinclair bitch ass dead,sarcasm,4.0
16837,im glad so many ppl have visited me in edmond ☺ ️ ☺ ️ not,sarcasm,4.0
16838,im glad well be at two different events i would hate to have too throw my drink on a bitch 😌,sarcasm,4.0
16839,im going to do my first q  a so you guys can just post a question here and i will answer it in my video  thank you 😊,positive,3.0
16840,im going to do my first q  a so you guys can just post a question here and i will answer it in my video  thank you 😊,sarcasm,4.0
16841,im going to sleep early tonight bc im so tired,sarcasm,4.0
16842,im going to start responding to videos people post of their babies on facebook with videos of me getting nine hours of sleep,sarcasm,4.0
16843,im going to wait till after some of the girls show their date raffle winners to call them out for rigging their raffle cant wait scam girls,sarcasm,4.0
16844,im gonna break the snapchat streak  so you know its real 😂,positive,3.0
16845,im having a lot of adventure type of dreamsnightmare lately  i dont know if i consider them bad dreams or not because i somehow enjoy it,sarcasm,4.0
16846,im home straight broski real niggas cant die im immortal 😂 😊 😊,positive,3.0
16847,im home straight broski real niggas cant die im immortal 😂 😊 😊,positive,3.0
16848,im in love with everything you do  from how your smile forms on your face  to how it frowns when you see me leaving for work  just everything,sarcasm,4.0
16849,im inspired by women who dont give a fuck about societal norms,sarcasm,4.0
16850,im just a dad  and life is a nightmare  dad fact,sarcasm,4.0
16851,im just looking forward to this mac n cheese and this dressing 😋 😋 😋,sarcasm,4.0
16852,im just so happy my friends and family are sending so much love and support for my baby shower tomorrow  baby h and i appreciate the gifts,sarcasm,4.0
16853,im just tryna see jb cuz ive been a fan since literal day  and all u bandwagon hoes wanna talk like u even know my struggle,sarcasm,4.0
16854,im just waiting for it to be midnight so i can wish  the bestest birthday ever  love you  loser  😘 😘 😘,positive,3.0
16855,im legit disappointed with some of  fans  nation smh not the homie passed out  you worried about b  s  talking shit not 🆒,positive,3.0
16856,im legit disappointed with some of  fans  nation smh not the homie passed out  you worried about b  s  talking shit not 🆒,sarcasm,4.0
16857,im like shaking and crying lmao and i need to put lotion on and like eat something omg im just so emotional today i cant,sarcasm,4.0
16858,im literally so so so so so so so  excited to meet you two next sunday  im screaming     xx,positive,3.0
16859,im not a fan so  man shitty lost too 😂 😂 😂,positive,3.0
16860,im not built for this shit but im tough ill get through any situation,sarcasm,4.0
16861,im not going too lie  im a twitter junkie  selfie not,sarcasm,4.0
16862,im not looking for no type of relationship but if a girl who keep it all the way and can hold her own comes in my life ima keep her,sarcasm,4.0
16863,im not sarcastic  im just intelligent beyond your understanding  yes i am you stupid,sarcasm,4.0
16864,im not saying shes a slut  but shes been on more wieners than ketchup,sarcasm,4.0
16865,im not sure how many problems i have because math is one of them,sarcasm,4.0
16866,im not the  cute  awkward im the  what the fuck is wrong with you  awkward,sarcasm,4.0
16867,im not understanding 😕,neutral,5.0
16868,im off to a great start this morning not,sarcasm,4.0
16869,im offended 😡 i bet hes amazing,strongly negtive,0.0
16870,im only watching  thetalk to support eve this show is rather boring 😕,neutral,5.0
16871,im pissed off that i cant stay up and watch the amas 😕 why does school have to be tomorrow,neutral,5.0
16872,im pissed the barber cut my burns 😡,strongly negtive,0.0
16873,im pleased to say that i just used some germ x and got rid of     of germs on both my hands and probably got them back while typing this,sarcasm,4.0
